order_sk,order_id,user_id,final_total_amount,finish_time,finish_time_hour
1916,"2300260890995327044	",206691,203.68,2020-05-02,15
1917,"2300263953323786528	",203246,11.55,2020-05-02,12
1918,"2300263953323786528	",203246,35.86,2020-05-02,11
1919,"2300264072551072043	",203366,92.57,2020-05-02,14
1920,"2300264751726330198	",202108,16.18,2020-05-02,9
1922,"2300268269019333189	",203559,532.38,2020-05-02,10
1923,"2300268278624289350	",200319,6.92,2020-05-02,10
1924,"2300268460338315860	",200492,2.75,2020-05-02,21
1925,"2300268460338315860	",200492,7.85,2020-05-02,3
1926,"2300268521902309980	",201933,20.81,2020-05-02,2
1928,"2300268727045718634	",203595,418.96,2020-05-02,23
1929,"2300269072966746753	",203457,12.71,2020-05-02,13
3398,"2302514471928594904	",203457,12.71,2020-05-05,4
3399,"2302514471928594904	",203457,10.86,2020-05-05,16
4733,"2304349188021813722	",203457,16.18,2020-05-08,20
4734,"2304349188021813722	",203457,12.71,2020-05-08,6
8036,"2308040552836235786	",203457,12.71,2020-05-13,7
1930,"2300272683524293474	",203566,569.19,2020-05-02,7
1931,"2300273118540727164	",201605,13.87,2020-05-02,11
1932,"2300274774259008497	",201886,46.27,2020-05-02,10
1933,"2300274774259008497	",201886,13.87,2020-05-02,4
1934,"2300276513108394096	",203491,74.05,2020-05-02,22
1935,"2300278798869856547	",201557,474.51,2020-05-02,20
1936,"2300281283659432410	",203602,115.72,2020-05-02,11
1937,"2300281357495960035	",203354,81,2020-05-02,12
1938,"2300283017735701083	",203600,43.96,2020-05-02,19
1939,"2300283744491143823	",203604,57.85,2020-05-02,12
1940,"2300286491508605764	",200119,416.64,2020-05-02,19
1941,"2300286491508605764	",200119,30.07,2020-05-02,17
1942,"2300286491508605764	",200119,37.01,2020-05-02,12
2236,"2300864484417209237	",200119,41.64,2020-05-03,18
1943,"2300286514627609414	",203599,138.63,2020-05-02,9
1944,"2300288611762832334	",200936,16.18,2020-05-02,2
1945,"2300288611762832334	",200936,5.07,2020-05-02,16
1946,"2300288900070900703	",203601,203.68,2020-05-02,23
1947,"2300288900070900703	",203601,925.67,2020-05-02,15
1948,"2300290221343768638	",203609,6.69,2020-05-02,2
1949,"2300291757381779603	",200101,7.85,2020-05-02,9
1950,"2300291757381779603	",200101,17.34,2020-05-02,24
1951,"2300291757381779603	",200101,1.04,2020-05-02,18
1952,"2300293218190754034	",200308,446.74,2020-05-02,3
1953,"2300293218190754034	",200308,446.74,2020-05-02,17
1954,"2300296905042690530	",203608,18.5,2020-05-02,19
1955,"2300297088065339885	",203583,3.45,2020-05-02,1
1956,"2300298557481026124	",203613,14.56,2020-05-02,13
1957,"2300298978824028778	",202475,15.02,2020-05-02,19
1958,"2300302601075295080	",201650,2.29,2020-05-02,1
1959,"2300302881934279540	",206708,161.78,2020-05-02,2
1962,"2300307321076580497	",201564,5.76,2020-05-02,23
1963,"2300307321076580497	",201564,162.01,2020-05-02,15
1964,"2300307321076580497	",201564,14.56,2020-05-02,13
1965,"2300307524114448543	",201718,149.28,2020-05-02,3
1966,"2300307942152339662	",203619,150.44,2020-05-02,16
1967,"2300309112279269667	",201722,81,2020-05-02,12
1968,"2300310147374776681	",203621,37.01,2020-05-02,24
1969,"2300312413825663493	",201236,6.92,2020-05-02,13
1970,"2300317079863034667	",200107,115.72,2020-05-02,14
1971,"2300318973700342708	",203624,62.48,2020-05-02,24
1972,"2300325701087134024	",201292,393.5,2020-05-02,24
1973,"2300327176433566127	",201897,370.35,2020-05-02,17
1974,"2300327176433566127	",201897,60.16,2020-05-02,20
1975,"2300332940380341012	",203623,381.92,2020-05-02,6
1976,"2300337278708350976	",203425,2.06,2020-05-02,18
1977,"2300337765214060573	",203617,39.1,2020-05-02,21
1978,"2300338015119081518	",203629,27.75,2020-05-02,11
1979,"2300338539230920778	",203635,69.42,2020-05-02,24
1980,"2300338539230920778	",203635,69.42,2020-05-02,24
1981,"2300342006838198522	",203633,1273.13,2020-05-02,3
1982,"2300342008322982139	",201092,5.07,2020-05-02,20
1983,"2300347785364374099	",203636,20.81,2020-05-02,10
4853,"2304419957875671642	",203636,2.29,2020-05-08,7
1985,"2300359599888269495	",203507,42.8,2020-05-02,11
1986,"2300359599888269495	",203507,16.18,2020-05-02,20
1987,"2300359599888269495	",203507,4.4,2020-05-02,11
1990,"2300363803730116991	",201814,18.5,2020-05-02,19
1991,"2300364128092422543	",202324,33.54,2020-05-02,2
1992,"2300364128092422543	",202324,97.2,2020-05-02,3
1993,"2300372136428045053	",203643,37.01,2020-05-02,10
1994,"2300372206313538304	",203562,138.63,2020-05-02,23
1995,"2300383481827426522	",203631,41.64,2020-05-02,5
1997,"2300403371149885441	",203648,18.5,2020-05-02,2
1998,"2300406296215552119	",203648,60.16,2020-05-02,1
1999,"2300411761360109877	",202805,2.78,2020-05-02,10
2000,"2300411761360109877	",202805,3.01,2020-05-02,10
2001,"2300412606730469710	",203649,23.13,2020-05-02,2
2002,"2300414337442906490	",203578,9.24,2020-05-02,12
2003,"2300419134963319324	",203651,2.99,2020-05-02,22
2004,"2300424807230997208	",201972,37.01,2020-05-02,9
2005,"2300432777390064581	",203647,0.23,2020-05-02,5
2006,"2300432777390064581	",203647,1.13,2020-05-02,16
2007,"2300440369466179717	",203652,39.33,2020-05-02,7
2008,"2300441952321011888	",200685,41.64,2020-05-02,16
2009,"2300445986922692881	",202351,0.93,2020-05-02,14
2010,"2300449420187009372	",203634,69.42,2020-05-02,22
2011,"2300477554261230519	",203657,578.68,2020-05-02,2
2012,"2300547991582278147	",203662,608.77,2020-05-03,3
3376,"2302485675565384098	",203662,608.77,2020-05-05,11
2013,"2300573767241302069	",206747,85.63,2020-05-03,8
2014,"2300573767241302069	",206747,18.5,2020-05-03,21
2015,"2300603898693419912	",203665,67.11,2020-05-03,22
2016,"2300609654545186886	",202575,0.02,2020-05-03,13
2021,"2300615361348763935	",202575,0.02,2020-05-03,17
2017,"2300611451468906645	",202025,0.23,2020-05-03,10
2018,"2300614836792328467	",203668,34.7,2020-05-03,3
2019,"2300614836792328467	",203668,39.33,2020-05-03,13
2020,"2300614910536581397	",200112,30.07,2020-05-03,18
2022,"2300618903807590837	",203667,92.34,2020-05-03,15
2024,"2300631382038152116	",200033,43.96,2020-05-03,21
2025,"2300631385997575094	",203673,381.92,2020-05-03,10
2026,"2300632342592488425	",203671,18.5,2020-05-03,8
2029,"2300654768470622316	",201870,25.44,2020-05-03,16
2030,"2300655177524314244	",202362,69.42,2020-05-03,7
2031,"2300656061666820285	",203681,11.55,2020-05-03,23
2032,"2300661813424947724	",201723,11.55,2020-05-03,17
2033,"2300661952013140506	",203677,85.63,2020-05-03,22
2034,"2300668649779757989	",200192,3.47,2020-05-03,11
2035,"2300668649779757989	",200192,2.08,2020-05-03,19
2036,"2300668649779757989	",200192,2.31,2020-05-03,16
2037,"2300668649779757989	",200192,2.31,2020-05-03,16
2038,"2300668649779757989	",200192,2.78,2020-05-03,3
2039,"2300668649779757989	",200192,5.76,2020-05-03,15
2040,"2300668866717549491	",200582,23.13,2020-05-03,2
2041,"2300668877052314549	",203606,37.01,2020-05-03,9
2042,"2300668877052314549	",203606,12.71,2020-05-03,3
2044,"2300671005602873413	",203683,162.01,2020-05-03,1
2045,"2300672563845529768	",200896,30.07,2020-05-03,3
2046,"2300673431386980576	",203684,115.72,2020-05-03,17
2119,"2300764488510472558	",203684,60.16,2020-05-03,21
2120,"2300764488510472558	",203684,23.13,2020-05-03,15
2121,"2300764488510472558	",203684,27.75,2020-05-03,6
2047,"2300679917156696701	",203403,25.44,2020-05-03,15
2048,"2300681708468437757	",200352,29.14,2020-05-03,2
2049,"2300681708468437757	",200352,27.75,2020-05-03,13
2050,"2300683000540562236	",203524,16.18,2020-05-03,17
2051,"2300685566716411909	",203690,166.41,2020-05-03,23
2052,"2300687688228929688	",201811,427.06,2020-05-03,16
2053,"2300689931686641965	",203691,22.2,2020-05-03,12
2054,"2300690597364629847	",203270,32.38,2020-05-03,1
2055,"2300692645350998509	",202172,23.13,2020-05-03,15
9614,"2310253476099129947	",202172,115.72,2020-05-16,1
9615,"2310253476099129947	",202172,2.78,2020-05-16,23
9894,"2310803605969436782	",202172,138.63,2020-05-17,24
9911,"2310838055507854071	",202172,20.35,2020-05-17,10
9912,"2310838055507854071	",202172,39.33,2020-05-17,18
9914,"2310844050996986084	",202172,20.35,2020-05-17,18
9915,"2310844050996986084	",202172,39.33,2020-05-17,8
2056,"2300695144921301653	",200419,23.13,2020-05-03,10
2057,"2300695744480281287	",200780,23.13,2020-05-03,16
2058,"2300697465185108804	",203694,21.97,2020-05-03,16
2059,"2300697465185108804	",203694,34.7,2020-05-03,21
2060,"2300698292452852602	",203680,41.64,2020-05-03,19
2061,"2300698718711579544	",203693,4.61,2020-05-03,11
2062,"2300698735455241115	",201523,13.87,2020-05-03,15
2063,"2300699102062576568	",201728,42.8,2020-05-03,15
9184,"2309682816452920223	",201728,532.38,2020-05-15,3
2064,"2300701227777785977	",203439,110.86,2020-05-03,1
2065,"2300701227777785977	",203439,11.55,2020-05-03,21
2066,"2300701334640263304	",203676,2.06,2020-05-03,24
2067,"2300702287015706848	",202555,3.68,2020-05-03,5
2068,"2300706603063575090	",203679,451.37,2020-05-03,12
2069,"2300707140471358048	",201651,289.33,2020-05-03,5
2070,"2300709764511826743	",203682,46.27,2020-05-03,3
2071,"2300710631482852218	",203702,6,2020-05-03,17
5216,"2304728610314911968	",203702,277.75,2020-05-08,21
5429,"2305119154744590653	",203702,23.13,2020-05-09,11
2072,"2300710641305912189	",201166,74.05,2020-05-03,14
2073,"2300711127979393959	",203689,25.44,2020-05-03,7
4991,"2304482515441680925	",203689,54.61,2020-05-08,20
2074,"2300712890342047784	",203644,0.23,2020-05-03,12
2075,"2300713127798374461	",201151,4.63,2020-05-03,15
2076,"2300713127798374461	",201151,11.32,2020-05-03,24
2077,"2300716420712890690	",201647,18.5,2020-05-03,13
2078,"2300718361744507353	",202574,300.9,2020-05-03,18
2079,"2300718361744507353	",202574,32.38,2020-05-03,23
2080,"2300718384729293278	",200472,18.5,2020-05-03,7
5428,"2305119107592225081	",200472,69.42,2020-05-09,15
2081,"2300719553782481459	",203688,92.57,2020-05-03,9
2082,"2300719824902292045	",203700,25.44,2020-05-03,23
2083,"2300725059636953092	",203134,63.63,2020-05-03,19
2084,"2300726582932668534	",203703,101.83,2020-05-03,11
2344,"2300979791957852779	",203703,23.13,2020-05-03,10
2085,"2300727257477415080	",203687,5.07,2020-05-03,9
2086,"2300728235396169980	",203706,8.08,2020-05-03,7
2087,"2300730709750317521	",203707,20.81,2020-05-03,23
2088,"2300730775013687771	",200080,358.77,2020-05-03,12
2089,"2300730775013687771	",200080,23.13,2020-05-03,22
2090,"2300730775013687771	",200080,32.38,2020-05-03,10
2091,"2300730895012725222	",203584,113.4,2020-05-03,10
2096,"2300736673438237644	",203709,27.75,2020-05-03,4
2103,"2300743371322294746	",203709,18.5,2020-05-03,1
2097,"2300738646103294060	",203170,20.81,2020-05-03,6
2098,"2300738646103294060	",203170,23.13,2020-05-03,3
2099,"2300738788164370550	",203710,69.42,2020-05-03,12
2100,"2300740519480787196	",201270,39.33,2020-05-03,24
2101,"2300742353163387264	",202137,92.34,2020-05-03,14
2104,"2300743750042780155	",203712,277.75,2020-05-03,9
2105,"2300743953290363404	",203708,11.55,2020-05-03,18
2106,"2300745286835765898	",203580,69.42,2020-05-03,19
2107,"2300745286835765898	",203580,18.5,2020-05-03,9
2108,"2300745374018568849	",203697,124.98,2020-05-03,23
2109,"2300746306982773467	",203713,150.44,2020-05-03,4
2110,"2300748775750108062	",203714,161.78,2020-05-03,17
2111,"2300749162146169788	",203561,5.07,2020-05-03,9
2112,"2300751700111130772	",201369,902.75,2020-05-03,20
2113,"2300753219212542229	",200311,1734.47,2020-05-03,10
2114,"2300754046253793624	",203717,0.23,2020-05-03,3
9834,"2310513625774687027	",203717,0.02,2020-05-16,8
2115,"2300754675449725333	",206716,25.44,2020-05-03,17
2116,"2300756150309618217	",203716,30.07,2020-05-03,20
2117,"2300756289241743932	",203719,61.32,2020-05-03,9
2122,"2300766809797689959	",203699,370.35,2020-05-03,1
2123,"2300767234915566229	",203669,1388.63,2020-05-03,2
2124,"2300771099580825628	",202297,64.79,2020-05-03,7
2125,"2300771720715305054	",203723,101.83,2020-05-03,6
2126,"2300772614328549554	",203720,18.5,2020-05-03,19
2140,"2300780971085004815	",203720,10.39,2020-05-03,3
2127,"2300774347826004340	",206674,69.42,2020-05-03,17
2128,"2300774347826004340	",206674,94.88,2020-05-03,19
2129,"2300774347826004340	",206674,69.42,2020-05-03,7
2130,"2300774492856648065	",200677,925.67,2020-05-03,2
2132,"2300775154667487691	",203724,48.59,2020-05-03,13
2673,"2301529782099116696	",203724,74.05,2020-05-04,4
2134,"2300776556370330202	",203151,259.24,2020-05-03,14
2135,"2300776597180908123	",200808,150.44,2020-05-03,10
2136,"2300776615862338141	",203730,16.18,2020-05-03,6
2137,"2300778702578909993	",203715,5.07,2020-05-03,11
2138,"2300779179362222937	",203725,43.96,2020-05-03,21
2141,"2300782035775520894	",203732,462.94,2020-05-03,12
2142,"2300782035775520894	",203732,5.76,2020-05-03,24
2143,"2300782514504990907	",203735,20.81,2020-05-03,22
2144,"2300783120573530357	",203734,29.14,2020-05-03,22
2145,"2300783120573530357	",203734,115.72,2020-05-03,14
2146,"2300783576888639788	",203733,231.23,2020-05-03,15
2147,"2300783750021120314	",203721,115.72,2020-05-03,22
2148,"2300784387890872695	",201008,113.4,2020-05-03,12
2149,"2300785572597203424	",202081,18.5,2020-05-03,19
2150,"2300786420568031787	",200800,300.9,2020-05-03,5
2151,"2300787144429404803	",201617,92.57,2020-05-03,21
2224,"2300854685843587108	",201617,18.5,2020-05-03,7
2687,"2301539958394979081	",201617,50.9,2020-05-04,6
2152,"2300788001250214623	",203641,30.07,2020-05-03,9
2153,"2300788293618369278	",201372,27.75,2020-05-03,17
2154,"2300788293618369278	",201372,11.55,2020-05-03,24
2155,"2300788430403011343	",201118,53.22,2020-05-03,17
2156,"2300789181317645152	",200749,59,2020-05-03,16
2157,"2300791746142928995	",203686,161.78,2020-05-03,22
9618,"2310255475381240628	",203686,124.98,2020-05-16,2
9619,"2310255475381240628	",203686,124.98,2020-05-16,20
2158,"2300793026387116285	",203739,18.5,2020-05-03,2
2159,"2300794602396844434	",203664,6.92,2020-05-03,14
2160,"2300794602396844434	",203664,8.54,2020-05-03,3
2161,"2300795595322819055	",200520,185.16,2020-05-03,20
2162,"2300796998845989503	",203659,324.05,2020-05-03,3
2163,"2300798415866430232	",201432,203.68,2020-05-03,12
2164,"2300798505691644709	",202090,101.83,2020-05-03,12
2165,"2300798505691644709	",202090,231.46,2020-05-03,18
3005,"2302123462509986542	",202090,347.2,2020-05-05,22
3189,"2302295809531576647	",202090,115.72,2020-05-05,11
2166,"2300800798700863493	",203544,4.14,2020-05-03,2
2167,"2300801168940466212	",202579,161.78,2020-05-03,6
2168,"2300802017750155372	",202183,25.44,2020-05-03,7
2169,"2300802017750155372	",202183,69.42,2020-05-03,12
2170,"2300807653049238154	",203731,12.94,2020-05-03,6
2171,"2300807653049238154	",203731,13.87,2020-05-03,20
2173,"2300811117250741207	",203748,57.85,2020-05-03,3
5678,"2305350561475593124	",203748,37.01,2020-05-09,3
5679,"2305350561475593124	",203748,32.38,2020-05-09,4
2174,"2300812947007471733	",200552,3.22,2020-05-03,1
2175,"2300812947007471733	",200552,2.75,2020-05-03,7
2176,"2300812947007471733	",200552,90.25,2020-05-03,20
4288,"2303788961186709887	",200552,49.75,2020-05-07,24
2177,"2300812997162958969	",203752,20.81,2020-05-03,15
2873,"2301726449339466527	",203752,48.59,2020-05-04,20
5256,"2304835679579799965	",203752,64.79,2020-05-08,14
2178,"2300813638950191276	",200110,18.5,2020-05-03,13
2179,"2300813779685867703	",203208,74.05,2020-05-03,17
2180,"2300814286265516265	",203751,48.59,2020-05-03,12
2181,"2300817498993328657	",202197,92.34,2020-05-03,23
2182,"2300818259781354078	",202610,2.06,2020-05-03,18
2183,"2300818616347525753	",203594,138.87,2020-05-03,20
2213,"2300846874053050649	",203594,69.42,2020-05-03,1
2185,"2300820887252763448	",202210,46.27,2020-05-03,18
2186,"2300820992865338180	",200986,23.13,2020-05-03,12
2187,"2300821109064336202	",203744,5.76,2020-05-03,3
5133,"2304612556003606913	",203744,32.38,2020-05-08,14
5134,"2304612556003606913	",203744,8.08,2020-05-08,16
5135,"2304612556003606913	",203744,17.57,2020-05-08,9
2188,"2300821253381948247	",201468,150.44,2020-05-03,20
2189,"2300822982383109116	",203749,32.38,2020-05-03,11
2191,"2300823993243926622	",201971,86.78,2020-05-03,21
2192,"2300825454170341608	",200028,23.13,2020-05-03,19
2193,"2300825454170341608	",200028,4.61,2020-05-03,9
2194,"2300825454170341608	",200028,0.23,2020-05-03,2
2195,"2300825454170341608	",200028,2.29,2020-05-03,15
2196,"2300825454170341608	",200028,57.85,2020-05-03,22
2197,"2300826252908429645	",203627,115.72,2020-05-03,14
2198,"2300827313262035394	",202540,856.46,2020-05-03,17
2199,"2300828721373774408	",203626,10.86,2020-05-03,17
2200,"2300829116670149241	",202543,300.9,2020-05-03,12
2202,"2300833344335642625	",202420,78.68,2020-05-03,24
2203,"2300833582194622492	",203736,101.83,2020-05-03,6
2204,"2300834280923725917	",200382,46.27,2020-05-03,6
2205,"2300834280923725917	",200382,4.84,2020-05-03,24
2206,"2300834500730421367	",202405,111.09,2020-05-03,11
2207,"2300836155081359654	",201984,74.05,2020-05-03,18
2208,"2300837217733443992	",203572,60.16,2020-05-03,21
2209,"2300840098859582093	",203070,20.81,2020-05-03,11
2210,"2300840858456425176	",201734,11.55,2020-05-03,19
2307,"2300933644925010434	",201734,23.13,2020-05-03,10
2211,"2300844497543626806	",202468,10.86,2020-05-03,7
2212,"2300845797568151728	",203756,150.44,2020-05-03,8
2214,"2300847371522670916	",201906,17.34,2020-05-03,18
2215,"2300849621070512652	",203760,5.07,2020-05-03,9
2216,"2300850757324243589	",201889,161.78,2020-05-03,7
2217,"2300850757324243589	",201889,85.63,2020-05-03,13
2678,"2301535180948504827	",201889,115.49,2020-05-04,6
2679,"2301535180948504827	",201889,85.63,2020-05-04,13
2218,"2300851141346329269	",203231,22.66,2020-05-03,17
5925,"2305814434905326416	",203231,25.44,2020-05-10,2
6287,"2306156878461141962	",203231,25.44,2020-05-10,7
2219,"2300851817937896185	",203588,11.55,2020-05-03,19
2226,"2300855891638878373	",203588,2.06,2020-05-03,3
2220,"2300852385175569213	",200968,27.75,2020-05-03,2
2248,"2300872186266649170	",200968,145.81,2020-05-03,18
2221,"2300852579690611549	",203726,26.83,2020-05-03,13
2222,"2300852579690611549	",203726,46.27,2020-05-03,18
2225,"2300855513664979066	",201497,115.72,2020-05-03,13
2227,"2300857604802347327	",203757,252.29,2020-05-03,16
2228,"2300859064680186302	",203754,41.64,2020-05-03,13
2229,"2300859244682936778	",200313,57.85,2020-05-03,20
2231,"2300860848366682724	",203729,20.81,2020-05-03,12
2232,"2300861634278589096	",201824,115.72,2020-05-03,22
2233,"2300862712642536183	",203764,43.96,2020-05-03,1
5859,"2305751000419402588	",203764,43.96,2020-05-10,1
2234,"2300863630498857799	",201467,347.2,2020-05-03,3
2524,"2301412561444143808	",201467,347.2,2020-05-04,11
2235,"2300863896333845345	",201083,31.23,2020-05-03,20
2237,"2300864881500357557	",200412,50.9,2020-05-03,8
2238,"2300865291644568537	",203766,4.61,2020-05-03,14
4044,"2303619960515067904	",203766,532.38,2020-05-07,1
2239,"2300865598659232751	",206753,76.37,2020-05-03,1
2240,"2300865685229667318	",203490,67.11,2020-05-03,24
2241,"2300867143798882416	",203763,15.49,2020-05-03,5
2242,"2300867201193738360	",203767,45.12,2020-05-03,21
2243,"2300869353693774143	",203767,30.07,2020-05-03,15
4646,"2304296089718620542	",203767,393.5,2020-05-08,18
2247,"2300871298567373309	",200267,37.01,2020-05-03,17
2377,"2301017204696547436	",200267,2.29,2020-05-03,17
2249,"2300873460009665215	",203666,1317.57,2020-05-03,13
2250,"2300874784436650820	",201786,25.44,2020-05-03,8
2251,"2300875059163562839	",206763,567.11,2020-05-03,19
2252,"2300882638136672730	",203772,138.87,2020-05-03,10
2253,"2300883234306654729	",202512,42.8,2020-05-03,15
2254,"2300883624922186297	",203771,12.25,2020-05-03,24
2255,"2300883624922186297	",203771,13.87,2020-05-03,2
2256,"2300883624922186297	",203771,2.29,2020-05-03,12
2257,"2300883624922186297	",203771,5.76,2020-05-03,16
2258,"2300886275554542400	",203481,138.63,2020-05-03,15
2259,"2300887958091203537	",203775,16.18,2020-05-03,8
2260,"2300888429765854194	",203778,27.75,2020-05-03,21
2261,"2300888698050314241	",203692,32.38,2020-05-03,5
2262,"2300888905282486284	",203640,856.46,2020-05-03,2
2263,"2300888905282486284	",203640,277.75,2020-05-03,13
2609,"2301482680610456070	",203640,856.46,2020-05-04,2
2264,"2300891091714441418	",203777,9.24,2020-05-03,18
2266,"2300891416605229291	",203782,4.61,2020-05-03,17
2274,"2300893225952477571	",203782,78.22,2020-05-03,22
2277,"2300895642081296959	",203782,5.76,2020-05-03,4
2267,"2300892382838653238	",203740,138.87,2020-05-03,12
2606,"2301479120862707865	",203740,11.55,2020-05-04,16
2268,"2300892629178515783	",203753,21.5,2020-05-03,3
2269,"2300892629178515783	",203753,15.02,2020-05-03,2
2270,"2300892629178515783	",203753,8.08,2020-05-03,15
2271,"2300892629178515783	",203753,8.56,2020-05-03,23
2272,"2300892629178515783	",203753,1.6,2020-05-03,21
2273,"2300892629178515783	",203753,13.63,2020-05-03,1
2275,"2300893575145062817	",202021,21.97,2020-05-03,14
2276,"2300893836475367867	",203761,115.72,2020-05-03,18
2278,"2300896248284054120	",203478,138.87,2020-05-03,21
2279,"2300896248284054120	",203478,115.72,2020-05-03,12
2280,"2300896596654555785	",203784,162.01,2020-05-03,17
2281,"2300898527921832749	",202538,115.72,2020-05-03,18
2282,"2300901917582163994	",203779,11.55,2020-05-03,23
2972,"2302084541205971912	",203779,155.07,2020-05-05,20
2283,"2300902457380700227	",203769,277.75,2020-05-03,20
2284,"2300902457380700227	",203769,10.39,2020-05-03,8
2285,"2300902457380700227	",203769,3.45,2020-05-03,17
2286,"2300907934235755044	",200415,1.16,2020-05-03,7
2287,"2300910182474973907	",201852,138.87,2020-05-03,8
2288,"2300910752287949559	",202403,810.16,2020-05-03,10
2289,"2300912301177307994	",201761,5.76,2020-05-03,21
2760,"2301619765531116426	",201761,92.57,2020-05-04,3
2765,"2301622314837475460	",201761,27.75,2020-05-04,23
2290,"2300912708922377085	",200605,208.31,2020-05-03,22
2329,"2300968747432674197	",200605,148.13,2020-05-03,7
2330,"2300968747432674197	",200605,50.9,2020-05-03,21
6119,"2305977452377145936	",200605,50.9,2020-05-10,7
2291,"2300915363212165207	",201386,31.23,2020-05-03,15
2295,"2300917743504851220	",201759,5.76,2020-05-03,2
2297,"2300918514510201182	",201481,53.22,2020-05-03,19
2298,"2300920074732569056	",203790,20.12,2020-05-03,16
2299,"2300920360851210739	",200869,30.07,2020-05-03,2
2300,"2300920467638190586	",202576,266.18,2020-05-03,14
2301,"2300921614310572630	",200572,11.55,2020-05-03,9
8552,"2308678184989622606	",200572,17.34,2020-05-14,5
2302,"2300922113499857543	",203792,18.5,2020-05-03,6
2303,"2300924111590785820	",201904,157.38,2020-05-03,7
2304,"2300925578892542865	",203788,27.75,2020-05-03,24
2315,"2300946536302903683	",203788,104.14,2020-05-03,11
2306,"2300933559839359479	",203577,141.18,2020-05-03,3
2308,"2300935759726641800	",203799,69.42,2020-05-03,21
2309,"2300936723695141578	",200844,27.75,2020-05-03,17
2310,"2300937309706519289	",201263,92.57,2020-05-03,11
2311,"2300943547257323668	",203159,763.63,2020-05-03,2
2312,"2300944057796395204	",203793,486.09,2020-05-03,20
2313,"2300944057796395204	",203793,4.61,2020-05-03,3
2314,"2300945167953166608	",200095,2314.79,2020-05-03,2
2316,"2300948054448013795	",203805,161.78,2020-05-03,7
2810,"2301655775979765848	",203805,104.14,2020-05-04,11
2821,"2301665068628050891	",203805,4.61,2020-05-04,24
6234,"2306103483981365826	",203805,266.18,2020-05-10,22
6235,"2306103483981365826	",203805,439.79,2020-05-10,13
2317,"2300949329902305844	",203803,25.44,2020-05-03,12
2318,"2300952311641408237	",203809,113.4,2020-05-03,15
2319,"2300955972538991615	",203808,18.5,2020-05-03,16
2320,"2300955972538991615	",203808,9.24,2020-05-03,12
2321,"2300956517781733401	",202507,25.44,2020-05-03,13
2322,"2300957444177657957	",201051,34.7,2020-05-03,17
2323,"2300958924473368792	",200608,23.13,2020-05-03,22
2324,"2300958924473368792	",200608,34.7,2020-05-03,1
2325,"2300958924473368792	",200608,37.01,2020-05-03,6
2326,"2300963694881800753	",203811,133.08,2020-05-03,19
2327,"2300965602610643651	",201240,42.8,2020-05-03,19
2328,"2300967832428479316	",201298,19.65,2020-05-03,15
2331,"2300969106783863725	",203794,335.63,2020-05-03,7
2332,"2300969106783863725	",203794,254.61,2020-05-03,21
2333,"2300971528767930447	",200697,64.79,2020-05-03,11
2334,"2300973826818703580	",202363,34.7,2020-05-03,7
2335,"2300974330227458300	",200055,69.42,2020-05-03,7
2336,"2300974330227458300	",200055,41.64,2020-05-03,1
2337,"2300974330227458300	",200055,62.48,2020-05-03,16
2338,"2300975545308938580	",202192,113.4,2020-05-03,8
2347,"2300985903545319439	",202192,69.42,2020-05-03,24
2348,"2300985903545319439	",202192,69.42,2020-05-03,6
2357,"2300993908349338138	",202192,94.88,2020-05-03,10
2362,"2300995534271283858	",202192,69.42,2020-05-03,17
2363,"2300995534271283858	",202192,69.42,2020-05-03,23
2339,"2300977253246304723	",203816,14.56,2020-05-03,1
7188,"2307230762262331841	",203816,335.63,2020-05-12,7
2340,"2300978635328193064	",203814,81,2020-05-03,6
2341,"2300978635328193064	",203814,138.87,2020-05-03,17
2345,"2300982323916571405	",201846,995.35,2020-05-03,9
2346,"2300983601493181292	",203727,694.42,2020-05-03,9
2349,"2300988743818936544	",201501,27.75,2020-05-03,2
2350,"2300988909686882538	",201822,5.07,2020-05-03,11
2462,"2301283215584789319	",201822,46.27,2020-05-04,5
2351,"2300989991976698153	",203815,81,2020-05-03,14
2352,"2300989991976698153	",203815,81,2020-05-03,20
2354,"2300992628868514253	",203815,30.07,2020-05-03,22
2353,"2300990879642419540	",200294,25.44,2020-05-03,15
2355,"2300992974537884128	",201758,2.06,2020-05-03,9
2356,"2300992974537884128	",201758,324.05,2020-05-03,2
2359,"2300994877913039456	",203468,60.16,2020-05-03,20
2360,"2300994877913039456	",203468,266.18,2020-05-03,14
2361,"2300994877913039456	",203468,118.73,2020-05-03,10
2364,"2300997706266444586	",200599,21.97,2020-05-03,14
2365,"2301000887159488513	",203818,324.05,2020-05-03,24
2366,"2301001629358358582	",203817,43.96,2020-05-03,19
2367,"2301001629358358582	",203817,30.07,2020-05-03,8
2368,"2301002725598429322	",203528,307.85,2020-05-03,16
2369,"2301003773251682524	",203822,10.86,2020-05-03,19
2370,"2301006918736413115	",203501,23.13,2020-05-03,1
2371,"2301009643280794209	",200393,543.96,2020-05-03,10
2372,"2301011535331328730	",201414,6,2020-05-03,18
2374,"2301013521334272853	",203830,15.02,2020-05-03,17
2375,"2301015306111288271	",203823,35.86,2020-05-03,1
2381,"2301024428319834694	",203823,18.5,2020-05-03,23
2469,"2301344169643213768	",203823,4.38,2020-05-04,24
2376,"2301015966898717691	",203825,71.74,2020-05-03,8
2378,"2301018228492599494	",201268,532.38,2020-05-03,11
2380,"2301022461107372497	",203835,31.23,2020-05-03,3
2382,"2301030983547225085	",203819,416.64,2020-05-03,5
